skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,mapping_margin,domain_source,future_weight
develop straightforward solutions,1,0.716,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29794747,0.29794747,0.21906736,0.0788801,McKinsey_FutureOfWork_2023,-0.08938423991203308
improve performance in child welfare,1,0.671,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.1489991,0.1489991,0.08316085,0.06583825,WEF_FutureOfJobs_2023,-0.08939945697784424
reinforce our clients’ style,1,0.422,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2980067,0.2980067,0.2619786,0.036028117,McKinsey_FutureOfWork_2023,-0.0894020140171051
follow policies and procedures,1,0.636,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29806092,0.29806092,0.2786293,0.01943162,McKinsey_FutureOfWork_2023,-0.08941827714443207
support smarter insurance solutions,1,0.678,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29806608,0.29806608,0.19338347,0.10468261,McKinsey_FutureOfWork_2023,-0.08941982388496399
implement Server-Side Rendering (SSR),1,0.71,2-Dec,Legacy Web Development,Decline,-0.4,0.22355141,0.22355141,0.19152494,0.03202647,Expert_consensus,-0.08942056298255921
be flexible with schedule,1,0.631,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2980818,0.2980818,0.2769657,0.021116078,McKinsey_FutureOfWork_2023,-0.08942453563213348
perform calculations,2,0.854,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.14907277,0.14907277,0.117442794,0.031629972,WEF_FutureOfJobs_2023,-0.08944365978240966
evolve platform,2,0.569,2-Dec,Legacy Web Development,Decline,-0.4,0.22361809,0.22361809,0.19442938,0.029188707,Expert_consensus,-0.0894472360610962
maintain quality of work under strict timeframes,1,0.9,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2982249,0.2982249,0.2473326,0.050892293,McKinsey_FutureOfWork_2023,-0.0894674688577652
customize application modules,1,0.782,2-Dec,Legacy Web Development,Decline,-0.4,0.22367734,0.22367734,0.17137422,0.05230312,Expert_consensus,-0.0894709348678589
support emergency health ambulance dispatch,1,0.707,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.14911953,0.14911953,0.13607353,0.013045996,WEF_FutureOfJobs_2023,-0.08947171568870545
provide production support,1,0.678,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29825607,0.29825607,0.2981742,8.186698e-05,McKinsey_FutureOfWork_2023,-0.08947682082653045
deliver gains in reliability,1,0.591,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29828957,0.29828957,0.15074998,0.14753959,McKinsey_FutureOfWork_2023,-0.08948687016963959
obsess over customer needs,1,0.605,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29841363,0.29841363,0.16187815,0.13653548,McKinsey_FutureOfWork_2023,-0.08952409029006958
offer suggestions for improvement,1,0.638,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2985037,0.2985037,0.2109852,0.0875185,McKinsey_FutureOfWork_2023,-0.08955110907554627
provide functional oversight,1,0.822,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29859582,0.29859582,0.25796044,0.040635377,McKinsey_FutureOfWork_2023,-0.08957874476909637
build up an exceptional portfolio,1,0.669,2-Dec,Legacy Web Development,Decline,-0.4,0.2239499,0.2239499,0.18694775,0.037002146,Expert_consensus,-0.08957995772361756
transform challenges into solutions,1,0.641,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29872718,0.29872718,0.26241598,0.03631121,McKinsey_FutureOfWork_2023,-0.08961815536022186
read and interpret code,1,0.914,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29873788,0.29873788,0.21109937,0.08763851,McKinsey_FutureOfWork_2023,-0.08962136507034302
build add-on modules,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.2240691,0.2240691,0.13324271,0.09082639,Expert_consensus,-0.08962764143943787
do things with the proper level of complexity,1,0.46,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2987834,0.2987834,0.28380585,0.014977545,McKinsey_FutureOfWork_2023,-0.08963501751422882
issues facing,1,0.466,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2987854,0.2987854,0.2488367,0.049948692,McKinsey_FutureOfWork_2023,-0.0896356165409088
test landing pages,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.22409755,0.22409755,0.16096565,0.0631319,Expert_consensus,-0.0896390199661255
adapt to change and new ideas,1,0.643,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29880112,0.29880112,0.24560134,0.053199783,McKinsey_FutureOfWork_2023,-0.08964033722877503
master new techniques,1,0.489,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29882127,0.29882127,0.22274841,0.07607286,McKinsey_FutureOfWork_2023,-0.08964638113975525
proactively keep abreast with industry trends,1,0.833,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2988889,0.2988889,0.24153732,0.057351574,McKinsey_FutureOfWork_2023,-0.08966666758060456
write basic scripts,1,0.681,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29892758,0.29892758,0.28991553,0.0090120435,McKinsey_FutureOfWork_2023,-0.08967827260494232
forecast accurately,1,0.585,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.1494688,0.1494688,0.12590839,0.023560405,WEF_FutureOfJobs_2023,-0.089681276679039
create comprehensive strategy,1,0.682,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.2989819,0.2989819,0.29330328,0.005678624,McKinsey_FutureOfWork_2023,-0.08969457149505615
share best practices,3,0.7976666666666666,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29899248,0.29899248,0.27205834,0.026934147,McKinsey_FutureOfWork_2023,-0.08969774544239044
deliver high-quality programs,1,0.645,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29902145,0.29902145,0.224874,0.07414745,McKinsey_FutureOfWork_2023,-0.0897064357995987
maintain project management standards,1,0.65,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29919076,0.29919076,0.26375076,0.035439998,McKinsey_FutureOfWork_2023,-0.08975722789764404
reduce operational toil,1,0.971,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29923117,0.29923117,0.19007248,0.109158695,McKinsey_FutureOfWork_2023,-0.08976935148239136
improve reliability,3,0.8346666666666667,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.299267,0.299267,0.14116903,0.15809797,McKinsey_FutureOfWork_2023,-0.08978009819984435
apply Lean practices,1,0.706,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29927534,0.29927534,0.24083067,0.058444664,McKinsey_FutureOfWork_2023,-0.08978260159492492
create cache-friendly endpoints,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.22449933,0.22449933,0.19509469,0.02940464,Expert_consensus,-0.08979973196983337
ensure robust uptime and compliance with industry standards,1,0.716,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29936042,0.29936042,0.23081551,0.06854491,McKinsey_FutureOfWork_2023,-0.08980812728404998
develop detailed test scripts,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29937908,0.29937908,0.2496737,0.049705386,McKinsey_FutureOfWork_2023,-0.0898137241601944
bring fresh insights to clients,1,0.631,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29950216,0.29950216,0.27444386,0.0250583,McKinsey_FutureOfWork_2023,-0.08985064923763275
develop high-quality solutions,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29954168,0.29954168,0.22090395,0.078637734,McKinsey_FutureOfWork_2023,-0.08986250460147857
understand scripts,1,0.797,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29955187,0.29955187,0.2790476,0.020504266,McKinsey_FutureOfWork_2023,-0.08986556231975555
serve citizens,1,0.635,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.14984691,0.14984691,0.1314553,0.01839161,WEF_FutureOfJobs_2023,-0.08990814685821533
maintain an up-to-date understanding of lease terms,1,0.713,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.299719,0.299719,0.111609824,0.18810919,McKinsey_FutureOfWork_2023,-0.08991570174694061
shape the team’s continuous improvement.,1,0.643,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29972184,0.29972184,0.22540802,0.07431382,McKinsey_FutureOfWork_2023,-0.08991655111312866
operational effectiveness.,1,0.538,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29973507,0.29973507,0.26261914,0.03711593,McKinsey_FutureOfWork_2023,-0.0899205207824707
build low-latency systems,1,0.773,2-Dec,Legacy Web Development,Decline,-0.4,0.22484978,0.22484978,0.19185859,0.032991186,Expert_consensus,-0.08993991017341614
research to provide timely responses to customer questions and concerns,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29989806,0.29989806,0.19388379,0.10601427,McKinsey_FutureOfWork_2023,-0.08996941745281219
implementing an effective Engineering Department response,1,0.52,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29993385,0.29993385,0.2367229,0.06321095,McKinsey_FutureOfWork_2023,-0.08998015522956848
participate in pl/rust rollout,1,0.593,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.29994985,0.29994985,0.2506097,0.04934016,McKinsey_FutureOfWork_2023,-0.08998495638370514
advise on change related activities,1,0.658,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30001724,0.30001724,0.28004155,0.019975692,McKinsey_FutureOfWork_2023,-0.09000517129898071
understand Object-Oriented Design,1,0.686,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3000532,0.3000532,0.29612356,0.003929645,McKinsey_FutureOfWork_2023,-0.0900159627199173
more innovative ways to solve customer objectives,1,0.616,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30006117,0.30006117,0.22050343,0.07955773,McKinsey_FutureOfWork_2023,-0.09001834988594055
explain complex technical concepts,1,0.89,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30023324,0.30023324,0.2997016,0.0005316436,McKinsey_FutureOfWork_2023,-0.09006997346878051
evolve craft,1,0.767,2-Dec,Legacy Web Development,Decline,-0.4,0.22520259,0.22520259,0.22139043,0.003812164,Expert_consensus,-0.09008103609085083
create meaningful solutions,1,0.709,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3002747,0.3002747,0.2525821,0.047692597,McKinsey_FutureOfWork_2023,-0.0900824099779129
apply best practices,4,0.79425,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30029485,0.30029485,0.22067462,0.07962023,McKinsey_FutureOfWork_2023,-0.09008845388889312
define and execute new features,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3003005,0.3003005,0.13163961,0.1686609,McKinsey_FutureOfWork_2023,-0.09009015262126922
creating a scalable,1,0.494,2-Dec,Legacy Web Development,Decline,-0.4,0.22523646,0.22523646,0.15713611,0.06810035,Expert_consensus,-0.09009458422660828
ensuring timely,2,0.4975,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30040073,0.30040073,0.1990332,0.10136753,McKinsey_FutureOfWork_2023,-0.09012022018432617
understand project completion,1,0.645,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30042318,0.30042318,0.25694385,0.043479323,McKinsey_FutureOfWork_2023,-0.09012695252895354
write C/C++ code,1,0.729,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30054778,0.30054778,0.20441224,0.09613554,McKinsey_FutureOfWork_2023,-0.09016433358192444
implement enhancements (customizations),1,0.649,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30062717,0.30062717,0.25778294,0.042844236,McKinsey_FutureOfWork_2023,-0.09018815159797668
build high-impact features,1,0.958,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30063054,0.30063054,0.23997259,0.06065795,McKinsey_FutureOfWork_2023,-0.09018916189670563
pay attention to detail and quality,1,0.666,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30065647,0.30065647,0.21882996,0.08182651,McKinsey_FutureOfWork_2023,-0.09019694030284882
understand the operating styles of others,1,0.473,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3006587,0.3006587,0.25525475,0.045403957,McKinsey_FutureOfWork_2023,-0.09019761085510254
implement data-based products,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.22559106,0.22559106,0.21945475,0.006136313,Expert_consensus,-0.09023642539978027
ensure a high -functioning,1,0.657,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30079406,0.30079406,0.19759907,0.103195,McKinsey_FutureOfWork_2023,-0.090238219499588
ensure smooth software releases,1,0.703,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30084115,0.30084115,0.19242294,0.10841821,McKinsey_FutureOfWork_2023,-0.09025234580039977
maintain audit-ready documentation,2,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30103725,0.30103725,0.25754505,0.043492198,McKinsey_FutureOfWork_2023,-0.09031117558479308
create flexible solutions,1,0.64,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3010815,0.3010815,0.2630411,0.0380404,McKinsey_FutureOfWork_2023,-0.0903244525194168
stay up to date with industry trends,1,0.636,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30124047,0.30124047,0.27401483,0.027225643,McKinsey_FutureOfWork_2023,-0.0903721421957016
support activities,1,0.643,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30126187,0.30126187,0.27955937,0.021702498,McKinsey_FutureOfWork_2023,-0.0903785616159439
create content,4,0.77,2-Dec,Legacy Web Development,Decline,-0.4,0.22595158,0.22595158,0.18659587,0.03935571,Expert_consensus,-0.09038063287734986
systemic improvements.,1,0.536,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30131352,0.30131352,0.19005649,0.11125703,McKinsey_FutureOfWork_2023,-0.09039405584335326
ensure top-quality solutions,1,0.59,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30135512,0.30135512,0.20437565,0.09697947,McKinsey_FutureOfWork_2023,-0.09040653705596924
debug code/data issues,1,0.749,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3013863,0.3013863,0.21160007,0.08978623,McKinsey_FutureOfWork_2023,-0.09041588902473449
prepare panel layouts,1,0.999,2-Dec,Legacy Web Development,Decline,-0.4,0.22609161,0.22609161,0.15700763,0.069083974,Expert_consensus,-0.0904366433620453
analyze and troubleshoot Workday related issues,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30150774,0.30150774,0.23962092,0.061886817,McKinsey_FutureOfWork_2023,-0.09045232236385345
prioritising solutions as part of the product roadmap.,1,0.493,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3015628,0.3015628,0.26103294,0.040529847,McKinsey_FutureOfWork_2023,-0.09046883583068847
clean structured,1,0.58,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30158353,0.30158353,0.18485907,0.11672446,McKinsey_FutureOfWork_2023,-0.09047505855560302
map out strategy for customers,1,0.63,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15081137,0.15081137,0.14544044,0.00537093,WEF_FutureOfJobs_2023,-0.09048682451248169
in an effective manner.,1,0.487,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15091224,0.15091224,0.14591104,0.005001202,WEF_FutureOfJobs_2023,-0.09054734408855437
integrate changes and evolutions,1,0.691,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15093227,0.15093227,0.13919711,0.011735156,WEF_FutureOfJobs_2023,-0.0905593603849411
enable iterative improvement,1,0.601,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30190557,0.30190557,0.18939921,0.11250636,McKinsey_FutureOfWork_2023,-0.09057167172431946
troubleshoot complex technical issues,1,0.72,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3019459,0.3019459,0.24742287,0.05452302,McKinsey_FutureOfWork_2023,-0.09058376848697662
adapt to scheduling changes,1,0.633,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3019697,0.3019697,0.19212915,0.10984056,McKinsey_FutureOfWork_2023,-0.09059091210365296
continuous improvement,8,0.545,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30215243,0.30215243,0.1976164,0.10453603,McKinsey_FutureOfWork_2023,-0.09064572751522064
adapt to flexible schedules,2,0.633,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3021903,0.3021903,0.30072626,0.0014640391,McKinsey_FutureOfWork_2023,-0.09065709114074706
Maintain knowledge,1,0.635,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30228153,0.30228153,0.23739229,0.06488924,McKinsey_FutureOfWork_2023,-0.09068445861339569
finding practical solutions in fast -moving environments.,1,0.565,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30229798,0.30229798,0.26212373,0.040174246,McKinsey_FutureOfWork_2023,-0.0906893938779831
closing checks,1,0.542,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15122858,0.15122858,0.117052786,0.03417579,WEF_FutureOfJobs_2023,-0.0907371461391449
install software solutions,1,0.707,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30250597,0.30250597,0.26892272,0.033583254,McKinsey_FutureOfWork_2023,-0.0907517910003662
apply application/Tools upgrades,1,0.606,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30270556,0.30270556,0.19756381,0.105141744,McKinsey_FutureOfWork_2023,-0.09081166684627533
create business cases for upgrades,1,0.626,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30273673,0.30273673,0.2201236,0.082613125,McKinsey_FutureOfWork_2023,-0.09082101881504058
manage global implementations,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3027735,0.3027735,0.25408122,0.048692286,McKinsey_FutureOfWork_2023,-0.09083205163478851
develop effective software that meets complex product,1,0.597,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30296534,0.30296534,0.26845628,0.034509063,McKinsey_FutureOfWork_2023,-0.09088960289955139
maintain professionalism,3,0.735,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3031045,0.3031045,0.3005872,0.002517283,McKinsey_FutureOfWork_2023,-0.09093134701251983
identify problems,3,0.6453333333333333,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30312404,0.30312404,0.21186978,0.091254264,McKinsey_FutureOfWork_2023,-0.09093721210956573
optimize code,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3032543,0.3032543,0.14273255,0.16052176,McKinsey_FutureOfWork_2023,-0.09097629189491271
maintain a workplace free from unlawful discrimination,1,0.637,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15166222,0.15166222,0.07123958,0.08042263,WEF_FutureOfJobs_2023,-0.09099732935428619
build applications with Next.js,1,0.703,2-Dec,Legacy Web Development,Decline,-0.4,0.2275024,0.2275024,0.1721601,0.0553423,Expert_consensus,-0.09100096225738526
database improvements,1,0.381,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30340737,0.30340737,0.29928762,0.004119754,McKinsey_FutureOfWork_2023,-0.09102221131324768
drive billing precision,1,0.927,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15171784,0.15171784,0.08651512,0.06520272,WEF_FutureOfJobs_2023,-0.09103070497512818
implement mitigation strategies,1,0.658,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30345058,0.30345058,0.25277027,0.05068031,McKinsey_FutureOfWork_2023,-0.09103517532348633
code in SQL,1,0.704,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3035038,0.3035038,0.20433706,0.09916675,McKinsey_FutureOfWork_2023,-0.09105114340782165
support critical programs,1,0.888,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30351916,0.30351916,0.2604215,0.043097645,McKinsey_FutureOfWork_2023,-0.09105574786663055
be detail-oriented,4,0.64675,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3035206,0.3035206,0.25995117,0.043569416,McKinsey_FutureOfWork_2023,-0.09105617702007293
building,47,0.5280425531914894,2-Dec,Legacy Web Development,Decline,-0.4,0.22770967,0.22770967,0.22549935,0.002210319,Expert_consensus,-0.09108386635780336
relocate or commute,1,0.632,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15182869,0.15182869,0.14182058,0.010008112,WEF_FutureOfJobs_2023,-0.09109721481800079
refine end -to -end service experiences,1,0.48,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3037221,0.3037221,0.26736963,0.036352485,McKinsey_FutureOfWork_2023,-0.09111663401126861
create static ads,1,0.665,2-Dec,Legacy Web Development,Decline,-0.4,0.22786576,0.22786576,0.090172015,0.13769373,Expert_consensus,-0.09114630222320558
test programming code,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30391714,0.30391714,0.21733952,0.086577624,McKinsey_FutureOfWork_2023,-0.09117514193058014
automate quality checks,1,0.674,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3039525,0.3039525,0.2645837,0.03936878,McKinsey_FutureOfWork_2023,-0.09118574559688568
optimize functionality,1,0.735,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3039671,0.3039671,0.20053756,0.103429526,McKinsey_FutureOfWork_2023,-0.09119012653827667
build and maintain scorecards,1,0.725,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30397794,0.30397794,0.17703941,0.12693852,McKinsey_FutureOfWork_2023,-0.09119338095188141
apply OOP best practices,1,0.666,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30406168,0.30406168,0.23676796,0.06729372,McKinsey_FutureOfWork_2023,-0.09121850430965424
develop HPC software best practices,1,0.73,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30407983,0.30407983,0.278063,0.026016831,McKinsey_FutureOfWork_2023,-0.09122394919395446
create requirements,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.22811791,0.22811791,0.21541478,0.012703136,Expert_consensus,-0.09124716520309449
maintain DAG solutions,1,0.992,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30417183,0.30417183,0.22705115,0.07712068,McKinsey_FutureOfWork_2023,-0.09125154912471771
code in Java,1,0.687,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3041725,0.3041725,0.1731283,0.13104418,McKinsey_FutureOfWork_2023,-0.09125174582004547
support flagship store,1,0.636,2-Dec,Legacy Web Development,Decline,-0.4,0.22827825,0.22827825,0.20105726,0.027220994,Expert_consensus,-0.09131129980087281
adapt to new projects,1,0.922,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30443692,0.30443692,0.2729893,0.03144762,McKinsey_FutureOfWork_2023,-0.09133107662200927
upgrade environments,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30444458,0.30444458,0.2933111,0.011133492,McKinsey_FutureOfWork_2023,-0.09133337438106537
provide financial support,1,0.714,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15228666,0.15228666,0.15123855,0.0010481179,WEF_FutureOfJobs_2023,-0.09137199819087982
focus on outcomes,2,0.7095,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15235339,0.15235339,0.13536367,0.016989723,WEF_FutureOfJobs_2023,-0.09141203463077545
read technical news bulletins,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30476287,0.30476287,0.2964163,0.008346558,McKinsey_FutureOfWork_2023,-0.09142886102199554
enhance monitoring and logging,1,0.71,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3047695,0.3047695,0.28633454,0.018434942,McKinsey_FutureOfWork_2023,-0.09143084585666657
build Node.js + TypeScript APIs,1,0.874,2-Dec,Legacy Web Development,Decline,-0.4,0.22862317,0.22862317,0.14661632,0.08200684,Expert_consensus,-0.0914492666721344
focus on reliability,2,0.6585000000000001,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30483383,0.30483383,0.16724418,0.13758965,McKinsey_FutureOfWork_2023,-0.09145014882087707
configure products and updates,1,0.754,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.304925,0.304925,0.24814186,0.05678314,McKinsey_FutureOfWork_2023,-0.09147749841213226
synthesize trends into actionable insights,1,0.699,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30507025,0.30507025,0.2730833,0.03198695,McKinsey_FutureOfWork_2023,-0.09152107536792754
designing the architecture of a large,1,0.542,2-Dec,Legacy Web Development,Decline,-0.4,0.22886756,0.22886756,0.19648777,0.03237979,Expert_consensus,-0.09154702425003053
resolve problems,3,0.619,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30517378,0.30517378,0.21107458,0.09409921,McKinsey_FutureOfWork_2023,-0.09155213534832
support release planning,1,0.628,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30521193,0.30521193,0.1965217,0.10869023,McKinsey_FutureOfWork_2023,-0.09156357944011688
manage map and feature services,1,0.682,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30525783,0.30525783,0.29066855,0.01458928,McKinsey_FutureOfWork_2023,-0.09157734811306
deliver solutions to complex problems,1,0.614,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3053539,0.3053539,0.28426448,0.021089435,McKinsey_FutureOfWork_2023,-0.09160617291927338
ensure production readiness,1,0.773,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30536366,0.30536366,0.20002061,0.105343044,McKinsey_FutureOfWork_2023,-0.0916090965270996
increase build and release efficiencies,1,0.711,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30538216,0.30538216,0.23286724,0.07251492,McKinsey_FutureOfWork_2023,-0.09161464869976044
develop effective mitigation plans,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30546534,0.30546534,0.2377653,0.06770004,McKinsey_FutureOfWork_2023,-0.09163960218429565
working with messy,1,0.474,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3055742,0.3055742,0.21030901,0.095265195,McKinsey_FutureOfWork_2023,-0.09167226254940032
implementing,15,0.5494,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30561066,0.30561066,0.2596427,0.045967966,McKinsey_FutureOfWork_2023,-0.09168319702148438
ensure efficient end-to-end reporting processes,1,0.71,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30562636,0.30562636,0.23399252,0.071633846,McKinsey_FutureOfWork_2023,-0.09168790876865386
field fast with,1,0.454,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15281852,0.15281852,0.107069835,0.04574868,WEF_FutureOfJobs_2023,-0.09169110953807831
develop reliable,1,0.658,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3056547,0.3056547,0.27359986,0.03205484,McKinsey_FutureOfWork_2023,-0.09169641137123108
prepare operating instructions,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30587226,0.30587226,0.27473193,0.031140327,McKinsey_FutureOfWork_2023,-0.09176167845726013
deliver development life cycle,1,0.593,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3060232,0.3060232,0.29344565,0.0125775635,McKinsey_FutureOfWork_2023,-0.09180696308612823
diagnose business issues,1,0.725,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30606207,0.30606207,0.2881742,0.01788786,McKinsey_FutureOfWork_2023,-0.09181862175464629
resolve complex issues,3,0.832,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.306169,0.306169,0.25639457,0.04977444,McKinsey_FutureOfWork_2023,-0.09185070097446442
solve business problems,3,0.749,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30629522,0.30629522,0.2503268,0.055968404,McKinsey_FutureOfWork_2023,-0.09188856482505799
ensure accurate,2,0.5605,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15316172,0.15316172,0.07070173,0.082459986,WEF_FutureOfJobs_2023,-0.09189703166484832
