skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
work on live projects,1,0.584,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3233796,0.3233796,0.32148978,0.30423558,0.0018898249,MCK02,2-Dec,McKinsey_FutureOfWork_2023,-0.09701388180255889
"utilize internal defect tracking tool to create detailed, high quality error report",1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32372445,0.32372445,0.15173738,0.1472491,0.17198707,ONET02,MCK01,McKinsey_FutureOfWork_2023,-0.0971173346042633
debug front-end applications,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32391068,0.32391068,0.2765979,0.2693886,0.047312796,2-Dec,ONET02,McKinsey_FutureOfWork_2023,-0.09717320501804351
ensure successful design of system components,1,0.684,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32424814,0.32424814,0.27527168,0.26116756,0.04897645,2-Dec,ONET03,McKinsey_FutureOfWork_2023,-0.09727444052696228
deploy smart contracts,1,0.672,2-Dec,Legacy Web Development,Decline,-0.4,0.24318826,0.24318826,0.2280835,0.19792944,0.015104756,WEF04,3-Dec,Expert_consensus,-0.09727530479431153
maintain compliance,1,0.682,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3243901,0.3243901,0.31013444,0.22023448,0.014255673,1-Dec,ONET02,McKinsey_FutureOfWork_2023,-0.09731703400611877
understanding how each line of code affects all the others?,1,0.582,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32462576,0.32462576,0.1873006,0.15273076,0.13732517,WEF07,ONET01,McKinsey_FutureOfWork_2023,-0.09738772809505462
productive,1,0.512,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3248324,0.3248324,0.28747275,0.23809955,0.037359655,MCK02,1-Dec,McKinsey_FutureOfWork_2023,-0.09744972288608551
work on exciting projects,1,0.742,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32565007,0.32565007,0.2981241,0.27725527,0.027525961,MCK02,2-Dec,McKinsey_FutureOfWork_2023,-0.09769501984119415
customer specifications whenever viable,1,0.53,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32581094,0.32581094,0.24141127,0.21562481,0.08439967,2-Dec,ONET03,McKinsey_FutureOfWork_2023,-0.09774328172206878
adapt content based on program updates,1,0.782,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32590565,0.32590565,0.16990438,0.13059185,0.15600127,2-Dec,ONET04,McKinsey_FutureOfWork_2023,-0.09777169525623321
deliver complex features,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3266108,0.3266108,0.22119452,0.20962767,0.10541628,WEF07,WEF01,McKinsey_FutureOfWork_2023,-0.09798324108123779
understand customer business growth,1,0.686,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.16331826,0.16331826,0.16001098,0.14781873,0.003307283,3-Dec,WEF02,WEF_FutureOfJobs_2023,-0.09799095690250396
customize Salesforce applications,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.24503545,0.24503545,0.2044195,0.17737626,0.04061596,ONET03,ONET02,Expert_consensus,-0.0980141818523407
innovate constantly,1,0.645,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3268207,0.3268207,0.23371501,0.23086222,0.09310569,ONET03,WEF06,McKinsey_FutureOfWork_2023,-0.09804621040821075
deliver high-quality IT solutions,1,0.571,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32704443,0.32704443,0.24028333,0.23646228,0.0867611,MCK02,WEF04,McKinsey_FutureOfWork_2023,-0.09811332821846008
look into issues,1,0.882,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32737464,0.32737464,0.2824274,0.27479526,0.044947237,ONET03,MCK02,McKinsey_FutureOfWork_2023,-0.09821239113807678
manage material lifecycle,1,0.667,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32751474,0.32751474,0.20898223,0.20189409,0.11853251,WEF06,2-Dec,McKinsey_FutureOfWork_2023,-0.09825442135334014
double check formulas on schedules,1,1.0,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.16473295,0.16473295,0.102196924,0.07280493,0.06253602,3-Dec,WEF07,WEF_FutureOfJobs_2023,-0.09883976876735687
review code,1,0.744,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3297746,0.3297746,0.17996638,0.16910091,0.14980821,MCK01,WEF07,McKinsey_FutureOfWork_2023,-0.09893237650394439
complete engineer's worksheet,1,0.691,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.32995778,0.32995778,0.32266226,0.32170528,0.007295519,1-Dec,ONET03,McKinsey_FutureOfWork_2023,-0.09898733496665954
automate complex deployments,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3301107,0.3301107,0.32293212,0.25613448,0.007178575,WEF04,MCK01,McKinsey_FutureOfWork_2023,-0.09903320968151093
write maintainable code in TypeScript,1,0.73,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3304795,0.3304795,0.20488542,0.11599914,0.12559408,2-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.09914385080337525
evaluate studio strengths and weaknesses,1,0.91,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33157748,0.33157748,0.3258626,0.31740308,0.0057148933,ONET03,MCK02,McKinsey_FutureOfWork_2023,-0.09947324395179748
manage vulnerabilities,1,0.686,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33164406,0.33164406,0.29820594,0.28703004,0.033438116,ONET02,WEF03,McKinsey_FutureOfWork_2023,-0.09949321746826172
achieve long-term change,1,0.639,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33248255,0.33248255,0.2314164,0.2042088,0.10106614,1-Dec,WEF06,McKinsey_FutureOfWork_2023,-0.09974476397037506
deliver long-term change,1,0.639,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3336731,0.3336731,0.223356,0.21218671,0.110317096,1-Dec,2-Dec,McKinsey_FutureOfWork_2023,-0.10010192692279815
document features,1,0.657,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33431107,0.33431107,0.29323927,0.28610504,0.041071802,1-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10029332041740417
deliver features end to end,1,0.612,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33514673,0.33514673,0.18543394,0.17398332,0.14971279,MCK01,WEF07,McKinsey_FutureOfWork_2023,-0.10054401755332946
maintain automated tests,1,0.616,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33525142,0.33525142,0.22916935,0.17690273,0.10608207,MCK01,1-Dec,McKinsey_FutureOfWork_2023,-0.10057542622089385
support scalable,1,0.643,2-Dec,Legacy Web Development,Decline,-0.4,0.25201666,0.25201666,0.23054793,0.2255219,0.021468729,3-Dec,WEF04,Expert_consensus,-0.10080666542053224
learn new solutions,1,0.655,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33658537,0.33658537,0.22053736,0.17894118,0.11604801,WEF07,WEF01,McKinsey_FutureOfWork_2023,-0.10097561180591583
solve problems creatively,1,0.668,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33683947,0.33683947,0.3174059,0.25564775,0.019433558,WEF07,MCK02,McKinsey_FutureOfWork_2023,-0.10105184018611908
develop solutions,1,0.707,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3377138,0.3377138,0.31887442,0.27929527,0.01883939,MCK02,WEF07,McKinsey_FutureOfWork_2023,-0.10131414234638214
ensure projects are rolled out effectively,1,0.679,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3382918,0.3382918,0.197327,0.17609718,0.14096479,2-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10148753821849822
building intelligent dashboards,1,0.531,2-Dec,Legacy Web Development,Decline,-0.4,0.2537532,0.2537532,0.22783484,0.21793212,0.02591835,ONET03,ONET02,Expert_consensus,-0.10150127410888672
ensure projects are rolled out efficiently,1,0.679,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.33893678,0.33893678,0.19008219,0.14467728,0.14885458,2-Dec,WEF04,McKinsey_FutureOfWork_2023,-0.10168103277683258
perform quoted work repairs on gas equipment,1,0.714,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3400071,0.3400071,0.21894003,0.20002465,0.12106706,1-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10200212895870209
embed sourcing processes,1,0.658,2-Dec,Legacy Web Development,Decline,-0.4,0.25566918,0.25566918,0.25333932,0.2486535,0.0023298562,MCK02,WEF01,Expert_consensus,-0.1022676706314087
solve complex problems / defects,1,0.701,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34099692,0.34099692,0.19807644,0.18193112,0.14292048,WEF07,2-Dec,McKinsey_FutureOfWork_2023,-0.10229907631874084
ensure database environments remain well-automated,1,0.68,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34149167,0.34149167,0.3372955,0.26840228,0.004196167,ONET02,1-Dec,McKinsey_FutureOfWork_2023,-0.10244750082492828
complete tasks efficiently,1,0.641,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34163082,0.34163082,0.25388327,0.23088548,0.087747544,1-Dec,WEF07,McKinsey_FutureOfWork_2023,-0.10248924493789673
excel in delivery,1,0.691,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.17102621,0.17102621,0.16098537,0.12677017,0.010040849,WEF02,ONET03,WEF_FutureOfJobs_2023,-0.10261572897434235
use NodeJS,1,0.692,2-Dec,Legacy Web Development,Decline,-0.4,0.25705215,0.25705215,0.15716517,0.13620973,0.09988698,ONET02,WEF04,Expert_consensus,-0.1028208613395691
learn in a fast-paced development environment,1,0.636,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34281075,0.34281075,0.31051716,0.2857296,0.032293588,ONET04,WEF07,McKinsey_FutureOfWork_2023,-0.10284322500228882
grow in a fast-paced development environment,1,0.635,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34310043,0.34310043,0.27327964,0.2654552,0.06982079,ONET04,2-Dec,McKinsey_FutureOfWork_2023,-0.10293012857437134
translate customer insights into design solutions,1,0.932,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34370598,0.34370598,0.2924753,0.27411515,0.05123067,ONET03,MCK02,McKinsey_FutureOfWork_2023,-0.10311179459095
ensure team member adherence to generally accepted engineering and design practices,1,0.729,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3446831,0.3446831,0.30910942,0.26978803,0.03557369,MCK02,WEF07,McKinsey_FutureOfWork_2023,-0.10340493321418762
support development of new products,1,0.84,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3447077,0.3447077,0.34148797,0.312398,0.0032197237,2-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10341230928897857
perform food preparation,1,0.722,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.17242418,0.17242418,0.14721525,0.088505365,0.025208935,MCK02,ONET02,WEF_FutureOfJobs_2023,-0.10345450937747955
delivering quality software.,1,0.396,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3454318,0.3454318,0.2872965,0.25782582,0.0581353,MCK02,ONET01,McKinsey_FutureOfWork_2023,-0.10362954139709472
provide engineering solutions,1,0.602,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34652275,0.34652275,0.3254519,0.31380484,0.021070838,ONET01,WEF04,McKinsey_FutureOfWork_2023,-0.10395682454109191
understand code,1,0.754,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34656277,0.34656277,0.23913844,0.16086851,0.10742433,WEF07,MCK01,McKinsey_FutureOfWork_2023,-0.10396883189678192
technical execution,1,0.512,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34672204,0.34672204,0.3126875,0.30693766,0.03403455,MCK01,1-Dec,McKinsey_FutureOfWork_2023,-0.10401661098003387
facilitate change processes,1,0.889,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3473679,0.3473679,0.28728008,0.2528251,0.06008783,MCK01,MCK02,McKinsey_FutureOfWork_2023,-0.10421037375926971
"implement clean, testable code",1,0.665,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3476154,0.3476154,0.15460224,0.116498254,0.19301315,2-Dec,MCK01,McKinsey_FutureOfWork_2023,-0.10428461730480194
submit application,1,0.643,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.17400001,0.17400001,0.1333085,0.13311721,0.04069151,WEF05,ONET03,WEF_FutureOfJobs_2023,-0.10440000593662262
step into engineering tasks,1,0.543,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.34813485,0.34813485,0.3438975,0.33452722,0.004237354,ONET01,MCK02,McKinsey_FutureOfWork_2023,-0.1044404536485672
share frameworks,1,0.609,2-Dec,Legacy Web Development,Decline,-0.4,0.26150653,0.26150653,0.21587475,0.2109764,0.04563178,MCK02,ONET03,Expert_consensus,-0.1046026110649109
provide timely support,1,0.652,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3495881,0.3495881,0.1803351,0.17353268,0.16925299,MCK02,WEF07,McKinsey_FutureOfWork_2023,-0.10487642884254456
support proactive approach to managing stormwater systems,1,0.656,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3497635,0.3497635,0.23207141,0.20554055,0.1176921,WEF04,MCK01,McKinsey_FutureOfWork_2023,-0.10492905378341674
build APEX classes,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.26257095,0.26257095,0.19288577,0.11667277,0.069685176,3-Dec,ONET02,Expert_consensus,-0.10502837896347046
provide direction to Workday report developers,1,0.936,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3519089,0.3519089,0.29147008,0.27280682,0.06043881,MCK02,ONET03,McKinsey_FutureOfWork_2023,-0.10557266771793365
support with technical queries,1,0.609,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.35221303,0.35221303,0.32966942,0.27926728,0.02254361,ONET02,ONET03,McKinsey_FutureOfWork_2023,-0.10566390752792358
develop Standard Operating Procedures,1,0.656,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3522658,0.3522658,0.34209597,0.30700442,0.010169834,1-Dec,MCK01,McKinsey_FutureOfWork_2023,-0.10567974150180816
provide ongoing system support,1,0.636,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3523113,0.3523113,0.29231092,0.22137217,0.06000039,ONET02,2-Dec,McKinsey_FutureOfWork_2023,-0.10569339394569396
building responsive,1,0.53,2-Dec,Legacy Web Development,Decline,-0.4,0.26522583,0.26522583,0.2567005,0.18397857,0.008525342,ONET03,WEF06,Expert_consensus,-0.10609033107757569
implement changes,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.35408124,0.35408124,0.21766597,0.17048211,0.13641527,2-Dec,1-Dec,McKinsey_FutureOfWork_2023,-0.10622437298297882
use MS Project/Asta,1,0.725,2-Dec,Legacy Web Development,Decline,-0.4,0.2660567,0.2660567,0.23616022,0.21542649,0.029896468,MCK02,ONET03,Expert_consensus,-0.10642267465591432
ensure consistent updates,1,0.657,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3549245,0.3549245,0.094479114,0.08683791,0.2604454,2-Dec,1-Dec,McKinsey_FutureOfWork_2023,-0.10647734999656677
produce diverse pipeline of candidates,1,0.673,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.17752774,0.17752774,0.16828626,0.16137637,0.009241477,WEF04,WEF01,WEF_FutureOfJobs_2023,-0.10651664435863495
guiding concepts from rough idea to final implementation.,1,0.502,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.35586235,0.35586235,0.30105653,0.27762678,0.054805815,MCK02,2-Dec,McKinsey_FutureOfWork_2023,-0.10675870478153228
application stability,1,0.524,2-Dec,Legacy Web Development,Decline,-0.4,0.26732126,0.26732126,0.26467296,0.1792705,0.002648294,3-Dec,ONET02,Expert_consensus,-0.10692850351333619
solve problems proactively,1,0.887,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3575472,0.3575472,0.29009125,0.21732931,0.06745595,WEF07,MCK02,McKinsey_FutureOfWork_2023,-0.10726415812969207
deliver code,1,0.696,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3576946,0.3576946,0.28043622,0.2761772,0.07725838,MCK01,WEF07,McKinsey_FutureOfWork_2023,-0.10730837881565093
build automated reporting,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.35825464,0.35825464,0.26065904,0.23925865,0.0975956,MCK01,1-Dec,McKinsey_FutureOfWork_2023,-0.1074763923883438
prototype using JavaScript,1,0.691,2-Dec,Legacy Web Development,Decline,-0.4,0.27004287,0.27004287,0.17963994,0.13780512,0.09040293,ONET03,MCK02,Expert_consensus,-0.10801714658737183
prevent fraud,1,0.565,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18049642,0.18049642,0.1343225,0.10977872,0.04617393,WEF05,WEF03,WEF_FutureOfJobs_2023,-0.10829785466194153
provide operational advice,1,0.613,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36125892,0.36125892,0.28199473,0.2425073,0.079264194,1-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10837767720222473
maintain protocols and procedures,1,0.652,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36131868,0.36131868,0.27088276,0.26458713,0.09043592,ONET02,1-Dec,McKinsey_FutureOfWork_2023,-0.10839560329914093
Evidence,1,0.524,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18084414,0.18084414,0.115220234,0.070849754,0.06562391,WEF07,ONET02,WEF_FutureOfJobs_2023,-0.10850648581981659
improve service lifecycle,1,0.739,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3619858,0.3619858,0.19797367,0.18485978,0.16401213,ONET02,WEF04,McKinsey_FutureOfWork_2023,-0.1085957407951355
oversee daily operation of building systems,1,0.592,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3620986,0.3620986,0.31397775,0.25556466,0.048120856,ONET02,WEF04,McKinsey_FutureOfWork_2023,-0.10862958133220672
manage operational quality,1,0.613,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36238486,0.36238486,0.23606497,0.1989437,0.12631989,ONET02,MCK01,McKinsey_FutureOfWork_2023,-0.10871545672416687
detail the features,1,0.66,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36327544,0.36327544,0.2931937,0.25455543,0.07008174,ONET03,1-Dec,McKinsey_FutureOfWork_2023,-0.10898263156414031
update system configuration artifacts,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3639763,0.3639763,0.21516165,0.14785115,0.14881465,ONET02,WEF04,McKinsey_FutureOfWork_2023,-0.10919288992881775
stay up to date with technologies,1,0.806,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3643163,0.3643163,0.3318765,0.33123574,0.032439828,2-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10929489433765412
test front-end applications,1,0.757,2-Dec,Legacy Web Development,Decline,-0.4,0.2732853,0.2732853,0.24109957,0.20425907,0.032185733,ONET02,ONET03,Expert_consensus,-0.10931411981582642
ensure successful integration of new features,1,0.684,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36440685,0.36440685,0.17635085,0.16993588,0.188056,1-Dec,MCK01,McKinsey_FutureOfWork_2023,-0.10932205617427826
"build dashboards using Tableau, Power BI, or Looker",1,0.736,2-Dec,Legacy Web Development,Decline,-0.4,0.2733898,0.2733898,0.25907034,0.24594063,0.01431945,ONET03,WEF02,Expert_consensus,-0.10935591459274292
conduct candidate interviews,1,0.616,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18246715,0.18246715,0.11021808,0.10794033,0.07224907,WEF07,WEF03,WEF_FutureOfJobs_2023,-0.10948028862476349
diagnose technical issues,1,0.757,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3658172,0.3658172,0.26124755,0.25519562,0.104569644,MCK02,ONET03,McKinsey_FutureOfWork_2023,-0.10974515676498413
review code developed by other developers,1,0.745,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36639014,0.36639014,0.21812297,0.21211933,0.14826716,2-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.10991704165935516
ensure cross-browser compatibility,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.27503422,0.27503422,0.11691659,0.0886289,0.15811762,MCK02,ONET03,Expert_consensus,-0.11001368761062623
run business smoothly,1,0.635,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18378405,0.18378405,0.18122593,0.16776079,0.002558127,3-Dec,ONET02,WEF_FutureOfJobs_2023,-0.11027043163776397
design complex workflows,1,0.688,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36879084,0.36879084,0.31414932,0.3136894,0.054641515,2-Dec,MCK01,McKinsey_FutureOfWork_2023,-0.11063725054264069
manage patch deployments,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36892003,0.36892003,0.22939348,0.13586003,0.13952655,WEF04,ONET01,McKinsey_FutureOfWork_2023,-0.11067600846290589
support projects,1,0.66,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36894208,0.36894208,0.32580844,0.28465056,0.043133646,MCK02,WEF04,McKinsey_FutureOfWork_2023,-0.11068262457847595
implement integration tests,1,0.673,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.1846764,0.1846764,0.16792701,0.15541846,0.016749382,3-Dec,ONET02,WEF_FutureOfJobs_2023,-0.1108058363199234
deliver high-quality technical support,1,0.893,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.36980784,0.36980784,0.35763243,0.26237994,0.012175411,MCK02,2-Dec,McKinsey_FutureOfWork_2023,-0.11094235181808472
drive financial performance,1,1.0,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18542773,0.18542773,0.16783416,0.16266564,0.017593563,WEF06,ONET02,WEF_FutureOfJobs_2023,-0.11125663518905639
build executive-facing dashboards,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.2783621,0.2783621,0.25752786,0.25158063,0.020834237,MCK02,ONET02,Expert_consensus,-0.11134483814239503
use secure coding practices,1,0.726,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.37174198,0.37174198,0.25478244,0.24759172,0.11695954,2-Dec,WEF03,McKinsey_FutureOfWork_2023,-0.11152259409427642
assess business performance,1,0.764,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18592961,0.18592961,0.17482685,0.14684974,0.011102766,ONET02,MCK02,WEF_FutureOfJobs_2023,-0.11155776679515839
overall system health.,1,0.483,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3720231,0.3720231,0.30614492,0.21063104,0.06587818,ONET02,MCK01,McKinsey_FutureOfWork_2023,-0.11160693168640136
accelerate delivery of Evidence,1,0.707,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18630455,0.18630455,0.14834853,0.09698533,0.03795603,WEF07,MCK02,WEF_FutureOfJobs_2023,-0.11178273260593415
build with others,1,0.831,2-Dec,Legacy Web Development,Decline,-0.4,0.2802949,0.2802949,0.26725158,0.26212633,0.013043314,WEF07,MCK02,Expert_consensus,-0.11211795806884767
provide feedback to ensure best practices,1,0.617,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.37397483,0.37397483,0.24922492,0.19358504,0.124749914,MCK02,1-Dec,McKinsey_FutureOfWork_2023,-0.1121924489736557
write maintainable code in Go,1,0.723,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3747173,0.3747173,0.23362789,0.20072141,0.14108941,2-Dec,MCK01,McKinsey_FutureOfWork_2023,-0.11241518855094909
perform code reviews,1,0.998,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.37492615,0.37492615,0.22182758,0.17333363,0.15309857,MCK01,WEF07,McKinsey_FutureOfWork_2023,-0.11247784495353698
build APEX code,1,0.719,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3753387,0.3753387,0.35517412,0.19262986,0.02016458,2-Dec,ONET01,McKinsey_FutureOfWork_2023,-0.11260161101818084
"ensure high-quality, automated deployments",1,0.667,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3755954,0.3755954,0.30266884,0.23184364,0.07292655,WEF04,MCK01,McKinsey_FutureOfWork_2023,-0.11267861723899841
system functionality.,1,0.488,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.37575507,0.37575507,0.36373752,0.33249357,0.012017548,ONET02,MCK01,McKinsey_FutureOfWork_2023,-0.11272652149200439
reporting solutions.,1,0.533,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3757627,0.3757627,0.22551475,0.22136652,0.15024795,1-Dec,MCK02,McKinsey_FutureOfWork_2023,-0.11272881031036376
maintain a risk register,1,1.0,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18803777,0.18803777,0.17794487,0.16529296,0.010092899,3-Dec,WEF03,WEF_FutureOfJobs_2023,-0.11282266080379486
access leave,1,0.631,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18864614,0.18864614,0.12210678,0.10269187,0.066539355,ONET03,MCK02,WEF_FutureOfJobs_2023,-0.11318768262863159
manage store submissions,1,0.695,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18872844,0.18872844,0.16779293,0.16601273,0.020935506,ONET02,2-Dec,WEF_FutureOfJobs_2023,-0.11323706209659576
take ownership of work,1,0.613,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.18912889,0.18912889,0.1873415,0.13757576,0.0017873943,MCK02,3-Dec,WEF_FutureOfJobs_2023,-0.11347733438014984
guide concepts from idea to implementation,1,0.66,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3786153,0.3786153,0.3614048,0.34186,0.017210484,MCK02,ONET03,McKinsey_FutureOfWork_2023,-0.11358458697795867
solve complex technical challenges,1,0.818,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.37862357,0.37862357,0.36952224,0.33086494,0.009101331,MCK02,WEF07,McKinsey_FutureOfWork_2023,-0.1135870724916458
share insights with developers,1,0.826,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.38076523,0.38076523,0.33788174,0.2890271,0.042883486,MCK02,WEF07,McKinsey_FutureOfWork_2023,-0.11422956883907318
ensure code quality,1,0.671,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.38149628,0.38149628,0.17172302,0.16689864,0.20977326,2-Dec,WEF07,McKinsey_FutureOfWork_2023,-0.11444888412952423
architect code,1,0.701,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3815918,0.3815918,0.32821503,0.29002717,0.053376764,WEF07,2-Dec,McKinsey_FutureOfWork_2023,-0.1144775390625
drive measurable business outcomes,1,0.803,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.19085725,0.19085725,0.16258314,0.15115574,0.028274104,ONET02,MCK01,WEF_FutureOfJobs_2023,-0.11451434791088104
write maintainable code in Python,1,0.727,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.38185376,0.38185376,0.19199881,0.17050722,0.18985495,MCK01,2-Dec,McKinsey_FutureOfWork_2023,-0.11455612778663635
create user-friendly solutions,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3830966,0.3830966,0.32753232,0.29476035,0.055564284,2-Dec,ONET03,McKinsey_FutureOfWork_2023,-0.11492898166179656
build responsive mobile applications,1,0.755,2-Dec,Legacy Web Development,Decline,-0.4,0.2877877,0.2877877,0.2733991,0.17662212,0.014388591,ONET03,WEF06,Expert_consensus,-0.11511508226394654
manage fraud,1,0.696,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.19217527,0.19217527,0.13305017,0.121262826,0.059125096,ONET02,WEF05,WEF_FutureOfJobs_2023,-0.11530516147613525
